term,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,outcome,exposure,model,analysis
cumdaysmany,7.286494840267797,1250.1580638153682,0.6936591437695552,2.8631102620179414,0.004195045502727723,1.871004913705272,28.376733095855805,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup66-79,16336.405422084163,404.16544701974993,1.378243213480348,7.038780429259268,1.9392968150979087e-12,1096.4624231379044,243399.25973106973,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup80+,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
sex1,99423.36369821218,248.4469744254593,0.9743429606374588,11.810156050968555,3.459186638158636e-32,14727.404675912501,671198.0465393511,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs2,0.9915192029443348,1843.7333853983307,0.40289351975418297,-0.021139490271184357,0.9831343832443858,0.4501503000087387,2.1839601790519394,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs3,2084019.4509325847,1220.080118807594,0.9856136137352687,14.762183489057188,2.56829299153247e-49,301957.58204254886,14383268.810429698,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs4,0.744775834869006,1744.4663362127783,0.36489372059621344,-0.8075556855067325,0.41934640589775185,0.364273416447431,1.522732703402949,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs5,1.1419936100744892,1774.1367201943233,0.40288983387023397,0.329557870848565,0.7417340598651365,0.5184695146654081,2.5153830043268623,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
asthma1,0.17257384790072042,3309.417401958313,1.0801092022755887,-1.6266225920927082,0.10381727808218108,0.020777072867982645,1.43339406703215,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
copd1,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
rheumatoid_arthritis1,1752.6911022466336,57868.679350647944,1.4305136293735394,5.221137013381027,1.7782790790002344e-7,106.1817730452744,28930.823170420164,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
smokstatus1,1.9331602156598342e-5,319.8484408940106,1.0466734380667608,-10.369776273072063,3.4032059234389424e-25,2.4850652880466237e-6,1.5038270573355911e-4,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catnormal,0.8088931547815722,1338.6613456756966,0.912690227299614,-0.2323772458927407,0.8162450204047265,0.13520969411333625,4.839210236686332,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catoverweight,148606.06763270704,1218.9478188794515,1.37816119552667,8.64126364976074,5.559465851849644e-18,9975.705182956093,2213754.6100487947,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catobese,0.4623169999759983,1290.1212142219747,1.027208519196731,-0.7510690007330104,0.4526111306323428,0.061741672041383255,3.4617949498281617,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
alc1,42999895.80501913,57867.66352302481,2.214644124400644,7.936583605852544,2.078262945990882e-15,560220.3839812393,3300470836.320767,calcium_and_vit_d,cumdays,adjusted_comorb_lifestyle,sens_shorter_windows
pattern_rt_gapcontinuous,3.996516885232688e-6,498.9591929715318,0.9989780708989062,-12.442803017386856,1.5303756007178303e-35,5.640920468153071e-7,2.831478887909145e-5,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup66-79,35845.880090087856,76082131.29446201,5.186346158922248,2.022037017449013,0.04317252777769374,1.3797912723374932,931247461.259972,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup80+,1,76082131.29505447,6.115823653558183,0,1,6.225890355954393e-6,160619.59700970445,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
sex1,84496.240959685,324.11881300014943,1.0233901560930807,11.085178276465394,1.480551940242897e-28,11369.100575930215,627984.1301987066,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs2,1.111416404409024,2285.507731559392,0.697019374516177,0.15155280577181457,0.8795396588525148,0.283512907232681,4.356931880267827,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs3,2276444.2281140727,1377.3308643961332,0.9831879725795646,14.88842992666974,3.9186395398336835e-50,331410.218621972,15636809.104021704,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs4,1.600843624404355,2324.9279918006737,0.8085838312448975,0.5819195701929211,0.560620857790208,0.3281565715596251,7.809382873597081,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs5,1.3056981951413014,2180.0521526363514,0.6991910518859737,0.3814950326085904,0.7028359564385959,0.3316578655511877,5.140380958437203,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
asthma1,586.0576845132895,14295.338192602014,1.7313009980283216,3.6812883662209184,2.3205836508395725e-4,19.690388434044085,17443.21147993405,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
copd1,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
rheumatoid_arthritis1,28975062.72265223,147798.3732287217,2.229538184508444,7.706504526941815,1.2931065392563036e-14,366638.4780539686,2289869476.4329944,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
smokstatus1,1.5115079775779515e-5,404.6490432544686,1.1358909168534828,-9.771904579158894,1.4863128287643362e-22,1.6313169260970784e-6,1.4004981679113844e-4,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catnormal,3.9063826734973584e-4,1878.3027229724817,1.529082160846967,-5.132313210225513,2.862027083615418e-7,1.9508222037782193e-5,0.00782225338744155,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catoverweight,37.2612322550249,1746.76210647271,0.7340378082340809,4.928837991497995,8.272013127819317e-7,8.83981341026359,157.06207413279645,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catobese,1.2843364618134512e-4,1847.653793042488,1.2604493919610797,-7.108653640733623,1.1718040429236866e-12,1.0858812760157163e-5,0.0015190612303362147,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
alc1,455372522847.40204,147800.27258502322,3.1036311197086266,8.649346722291039,5.179507272426873e-18,1038846122.4690509,199610057812566.37,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_lifestyle,sens_shorter_windows
pattern_laggedcontinuous,0.22686766225465227,5824.956574798685,1.0943980239317337,-1.355437770104935,0.17527812274064883,0.02655946417202966,1.9378755476209495,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup66-79,73569.94812187417,97993254.43391944,5.328394463179745,2.103071006699749,0.03545956294984181,2.1436943330784675,2524864288.316027,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup80+,1,97993254.4376788,6.290059021584586,0,1,4.424783784593058e-6,225999.74341841627,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
sex1,470198.63182378624,525.917695010204,0.9731724730690423,13.42096171721684,4.557600139067658e-41,69809.64832486455,3166994.2289368985,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs2,1.0109980795370566,3950.6135835739074,0.40290735176945164,0.02714778080070926,0.9783418652198423,0.4589812781463196,2.226925509806466,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs3,9673055.155287575,2628.56156810083,0.9856114374114414,16.319671372094135,7.151957244193475e-60,1401553.5235612618,66760201.77915512,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs4,0.7671904287556885,3730.1509042802422,0.3649036527039881,-0.7262745359767058,0.4676704865080657,0.3752291968284318,1.5685910343577487,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs5,1.1593470239862398,3807.1419239812803,0.402906403689555,0.36697589046510454,0.7136370018874001,0.5263309381487296,2.553688990340031,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
asthma1,0.15211294865487562,7065.55956458439,1.0954285116676605,-1.7190824693461033,0.08559935641172547,0.01777197711984036,1.3019569512414872,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
copd1,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
rheumatoid_arthritis1,8123.197274295093,122923.36875658923,1.4305392716324974,6.293066738653004,3.112544351799481e-10,492.09592046144377,134092.42225629327,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
smokstatus1,3.577166121133999e-6,631.9479206415627,1.0211992634317373,-12.28059998315426,1.1514117697249677e-34,4.833844995513981e-7,2.6471923427549322e-5,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catnormal,0.24765098743430813,6363.168407227656,1.4127338715264912,-0.9879672745657629,0.3231686756878051,0.015535270240924137,3.9478561123208036,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catoverweight,182507.38843910248,6477.722530414162,1.8690105082091681,6.481796588394163,9.063678454528325e-11,4681.400765363787,7115166.69995525,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catobese,0.12413112447748346,6540.4670551708905,1.6211787966004627,-1.286975144876575,0.1981029515114597,0.005175243589712682,2.9773547460980367,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
alc1,1097437425.8927405,122920.43525610561,2.2014501569379026,9.455696110381414,3.208797093812047e-21,14672428.301291825,82083815917.7814,calcium_and_vit_d,pattern_lagged,adjusted_comorb_lifestyle,sens_shorter_windows
pattern_ittcontinuous,22693.304471033698,427.8859423084199,1.3055785497594898,7.682283999369888,1.5627690353009662e-14,1756.253746329683,293229.8757461925,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup66-79,5.601411626289335,653.2124713573994,0.5315784028498826,3.2413255182320317,0.0011897524175862116,1.9761373727926026,15.87734367008616,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup80+,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
sex1,98865.28207375418,249.4832447590344,0.9706486934715278,11.849306028668439,2.1698022003628856e-32,14751.158992241886,662615.3243052715,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs2,0.9750887555841186,1926.4539611535888,0.4113138188903668,-0.061332198434574894,0.9510946484187255,0.4354448824978172,2.18350960014176,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs3,2357536.9297798024,1268.9081767588425,0.9818234287740331,14.944772683306926,1.6846505005593018e-50,344135.0335075133,16150579.958765615,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs4,0.8714836272643013,1818.2199616749895,0.39111858883437756,-0.3517045851842887,0.725059821526129,0.4048913381077062,1.8757716975108798,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs5,0.9982474676116995,1850.8145196486096,0.39650537132381314,-0.004423823727574943,0.996470310860855,0.45891497885069304,2.1714218374148544,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
asthma1,0.19747345241839082,3083.869742654919,1.0859832732760384,-1.4937164887605914,0.13524973696341513,0.023502717522919193,1.6592023612593259,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
copd1,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
rheumatoid_arthritis1,1555.3869354570222,62914.65633105462,1.4296344730651838,5.140810301666355,2.7355613682085935e-7,94.39117168443812,25629.81766004747,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
smokstatus1,1.5062856966032568e-5,307.06520065203756,1.0200850960500771,-10.884659222057127,1.3640785497595534e-27,2.0399021898108913e-6,1.1122575440746481e-4,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catnormal,0.4609701910576941,1745.5224545366125,0.947925311576092,-0.8169651027342821,0.4139483712198799,0.07191133549532992,2.954937710169029,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catoverweight,92748.0855678523,1662.4643248555853,1.2915899689531414,8.855474736110885,8.33283919387185e-19,7377.370236230448,1166026.2534007032,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catobese,0.32037911019424786,1710.06258047603,0.9218643129357181,-1.2347264657992085,0.21693232262873002,0.05259831904627325,1.9514459037856005,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
alc1,40393652.59750037,62913.52377285171,2.1980230466337174,7.968152674052935,1.6106380891911831e-15,543691.4666624822,3001053483.8510847,calcium_and_vit_d,pattern_itt,adjusted_comorb_lifestyle,sens_shorter_windows
cumdose900 to 1500 mg,7.937251780648237e-5,2026.8910275659484,1.5912919774217422,-5.9331401822730925,2.9719489161448263e-9,3.508810953364037e-6,0.0017954790573428614,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
cumdose>1500 mg,9.284039324575106,1748.012745128087,0.8050504351601271,2.7678970494516024,0.005641927480664823,1.9163586818274627,44.97768971832662,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup66-79,18003.480617857775,402.51544968086665,1.3742191884736414,7.130100109231512,1.0029595360991516e-12,1217.9206149328643,266130.08301485016,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup80+,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
sex1,107771.7363001087,245.67218754119122,0.9680275212690684,11.970497183213741,5.072375755190484e-33,16162.865532222258,718606.92783622,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs2,1.0422581239144317,1860.5548060226179,0.41402050543576324,0.09997000582787754,0.9203681380077173,0.4629780440058971,2.346335881214692,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs3,2298018.6705178507,1215.448110122325,0.9799647186303815,14.947025728141472,1.6286230724072043e-50,336671.2814739502,15685596.30904315,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs4,0.7724702956235945,1747.0791000602173,0.37035552688536255,-0.6970645892281909,0.4857623736242146,0.3737959504870245,1.5963531890683682,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs5,1.1183654145459434,1777.2153351825993,0.4028912271501966,0.2776634496701096,0.7812707206014295,0.5077408360037692,2.4633456908776883,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
asthma1,0.1724626043686097,3280.8771479990987,1.080111091037751,-1.6272167435967593,0.10369107287470519,0.02076360280923687,1.4324753839142017,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
copd1,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
rheumatoid_arthritis1,1853.5169695051015,59024.39096568434,1.4266309509340998,5.274552730687906,1.3308025095513733e-7,113.14779617547093,30363.16457207459,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
smokstatus1,1.8520742727602913e-5,310.6376736227485,1.0421038084462624,-10.456366378426932,1.3700950934302777e-25,2.4022490429778456e-6,1.4279032067251806e-4,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catnormal,0.7444794267917637,1282.1636807829038,0.9127040941502388,-0.323292141145982,0.7464740051768323,0.1244393022725311,4.453975607339441,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catoverweight,149265.4126905047,1158.9679445436097,1.3741475077769136,8.669725212255223,4.331644706714209e-18,10099.100796767916,2206153.188687566,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catobese,0.42772390819834355,1231.948851206075,1.0272234286391246,-0.826769855685977,0.4083675187678899,0.05712015256139202,3.2028580709380132,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
alc1,44745496.10093846,59023.34909315734,2.2050862262730906,7.989030606574202,1.3600392998827597e-15,593986.4374630518,3370715718.4773955,calcium_and_vit_d,cumdose,adjusted_comorb_lifestyle,sens_shorter_windows
